시나리오,연도,폭염일수,열대야일수,여름일수,일교차,식물성장기간,온난일,온난일계속기간,최대온난일계속기간,온난야,일최고기온연최대,일최저기온연최대
SSP1-2.6,2073,22.5,24.8,142.9,11.2,264,52.9,21.7,13.1,64.3,37.8,28.3
SSP1-2.6,2074,37,24.1,151.7,11.4,275.4,70.8,41.5,23.2,63.6,38.9,29.5
SSP1-2.6,2075,32.1,20.2,150.7,11.6,272.6,66.8,43.1,18,60.6,38.5,28.1
SSP1-2.6,2076,57.2,35.1,160.8,11.8,271.3,95.3,69.2,47.9,70.2,38.9,28.6
SSP1-2.6,2077,64.8,26.4,154.1,12.2,284.1,94,73.6,38.7,72.7,39,28
SSP1-2.6,2078,30.5,20.8,148.6,11.6,275,63.2,36.7,16,62.3,37.7,28
SSP1-2.6,2079,39.5,26.9,150.5,11.9,275.3,70.9,43.6,20.2,64.6,38.5,28.9
SSP1-2.6,2080,31.6,18.8,149.4,11.8,268.7,69.7,41.6,19.6,65.2,37.4,27.8
SSP1-2.6,2081,41.7,31.2,153.7,12.2,274.3,75.9,46.6,18,70,40.4,29
SSP1-2.6,2082,40.2,19.2,150.4,11.8,292.6,69.8,43.1,17.9,53,38.7,27.8
SSP1-2.6,2083,37.3,29,155.7,11.5,272.2,72.5,35.8,26.5,65.8,38.9,29.4
SSP1-2.6,2084,50.2,29.9,153.5,11.9,293.6,83.5,60.6,30.9,72.5,38.5,28.3
SSP1-2.6,2085,33.1,25.4,148.5,11.7,253.3,69.7,42.1,18.7,61.7,37.8,28.1
SSP1-2.6,2086,47.2,30.6,156,11.9,283.2,76.1,56,24.9,60.3,41,28.8
SSP1-2.6,2087,35.2,31.5,144.9,11.6,249.6,69.8,44.6,24.3,65,38.1,28.3
SSP1-2.6,2088,36.7,19.9,149.3,12.1,258.6,71.7,35.8,15.5,53.5,38.1,28.3
SSP1-2.6,2089,34.6,32.6,150.8,11.2,293,68.2,42.5,27.8,71.6,38.9,29.1
SSP1-2.6,2090,47.6,45.7,150.3,11.1,286.5,81,59.6,43.2,80.6,38.6,29.4
SSP1-2.6,2091,33,19.4,152.2,11.8,283.2,72,44.9,23.2,61.1,37.3,27.9
SSP1-2.6,2092,54.3,38.8,151,11.5,262.5,82.2,60.1,24.8,77.5,39.3,28.7
SSP1-2.6,2093,24.8,14.9,141.1,11.3,291,59.8,28.9,16.1,64.8,36.2,27.3
SSP1-2.6,2094,46.1,25.4,152.4,11.9,300.3,76.7,50.5,31.9,68,39.1,28.6
SSP1-2.6,2095,27.6,18.1,141.1,11.4,287.5,58.1,33,12.2,54.5,37.4,28.5
SSP1-2.6,2096,26.9,15.1,144.1,11.9,251.3,60.9,32.7,13.7,50.5,37.7,28.5
SSP1-2.6,2097,34.2,20.3,157.9,11.6,282.9,69.6,40.1,21,61,37.5,28.1
SSP1-2.6,2098,40,19.4,155.4,11.6,283.6,81.2,47.9,25,58.6,39,27.6
SSP1-2.6,2099,51,23.3,151.7,12.4,271.1,84.5,63.9,33.6,60,39.9,28
SSP1-2.6,2100,30.8,20,144,11.3,291.8,64.8,32.6,21.5,64.9,37.5,28.2
SSP2-4.5,2021,7.3,4.4,107.6,11.1,251.8,22.8,7.3,7.3,25.3,35.3,26.2
SSP2-4.5,2022,26.1,17.3,136.5,11.9,260.8,52.1,25.3,16.4,49.4,37.7,28.1
SSP2-4.5,2023,41.1,20.7,133.6,12.1,279.3,67.3,43.2,33.8,58.1,39.6,28.5
SSP2-4.5,2024,21.4,13.9,135.7,11.7,262.5,49.3,24.7,12,47,37.7,27.4
SSP2-4.5,2025,24.2,20.2,138,11.6,257.1,54.1,26.7,14.2,53.1,37.8,27.9
SSP2-4.5,2026,19.1,7.1,141.2,11.7,264,49.8,15.6,10.2,44.9,36.1,26.6
SSP2-4.5,2027,31.9,15.8,142.3,11.7,276.9,63.3,33.9,17.5,61.9,38.5,27.3
SSP2-4.5,2028,30,10.8,140.7,12.2,263.8,57.1,33.1,17.1,50.6,38.9,26.9
SSP2-4.5,2029,34,23.4,142.2,12,258.4,68.2,43.1,15.9,56.1,38.7,28.3
SSP2-4.5,2030,33.5,29.9,145.8,11.5,276.5,62.8,34.6,24.3,64.5,38.8,28.2
SSP2-4.5,2031,35.3,29.4,146.9,11.7,255.2,66.2,39.3,24.5,61.8,37.3,28.3
SSP2-4.5,2032,38.5,12,145.4,12.5,267.1,70.5,41.3,27.9,49.3,38.7,27.5
SSP2-4.5,2033,31.4,28.3,136.5,11.3,268.4,67.6,39.1,18,72.9,37,28
SSP2-4.5,2034,33.9,12.1,133,11.8,272.2,61.6,38.6,17.4,42,38.2,26.9
SSP2-4.5,2035,18.3,15.7,129,10.8,262.1,44.6,15.7,8,57.7,37,28.2
SSP2-4.5,2036,31.5,27.3,129.8,10.8,264.7,59,39.8,19.7,69,37.5,27.8
